1586304600000,6.0,3.0,3.0,8.0,1.0,,1
1586337900000,2.0,3.0,7.0,1.0,10.0,,1
1586450700000,6.0,10.0,8.0,3.0,2.0,,1
1586175300000,5.0,4.0,8.0,2.0,2.0,,1
1586437200000,10.0,1.0,10.0,1.0,3.0,,1
1586439000000,5.0,10.0,3.0,7.0,4.0,,1
1586240100000,9.0,6.0,7.0,10.0,10.0,,1
1586205000000,4.0,2.0,8.0,10.0,5.0,,1
1586285400000,6.0,5.0,5.0,8.0,8.0,,1
1586306400000,5.0,4.0,7.0,10.0,5.0,,1
1586395500000,10.0,10.0,2.0,10.0,1.0,,1
1586338800000,1.0,10.0,7.0,7.0,6.0,,1
1586576100000,3.0,9.0,8.0,5.0,1.0,1.0,1
1586193300000,3.0,1.0,0.0,7.0,9.0,,1
1586239500000,10.0,5.0,7.0,10.0,6.0,,1
1586218800000,8.0,9.0,4.0,7.0,1.0,,1
1586431200000,9.0,4.0,8.0,1.0,5.0,,1
1586258700000,5.0,5.0,4.0,5.0,6.0,,1
1586350500000,5.0,7.0,4.0,6.0,2.0,,1
1586254800000,6.0,4.0,10.0,10.0,2.0,,1
1586217900000,0.0,4.0,0.0,5.0,10.0,0.0,1
1586196900000,9.0,2.0,4.0,8.0,9.0,,1
1586432700000,7.0,10.0,10.0,10.0,2.0,,1
1586208900000,5.0,2.0,8.0,8.0,8.0,0.0,1
1586234100000,1.0,1.0,0.0,1.0,6.0,,1
1586308500000,5.0,3.0,0.0,5.0,3.0,0.0,1
1586503800000,6.0,0.0,4.0,2.0,4.0,,1
1586191200000,10.0,10.0,7.0,9.0,10.0,,1
1586511300000,10.0,1.0,3.0,5.0,1.0,1.0,1
1586190600000,10.0,9.0,7.0,1.0,6.0,1.0,1
1586571000000,6.0,1.0,7.0,8.0,6.0,,1
1586351700000,8.0,6.0,2.0,1.0,8.0,0.0,1
1586571300000,7.0,9.0,10.0,10.0,8.0,,1
1586410500000,5.0,8.0,2.0,7.0,8.0,,1
1586468700000,10.0,6.0,1.0,10.0,5.0,,1
1586166000000,10.0,3.0,7.0,8.0,2.0,,1
1586271300000,3.0,0.0,10.0,5.0,2.0,,1
1586201100000,10.0,7.0,0.0,0.0,5.0,,1
1586277000000,2.0,10.0,7.0,1.0,9.0,,1
1586200500000,9.0,3.0,5.0,9.0,5.0,1.0,1
1586286600000,10.0,10.0,9.0,5.0,4.0,,1
1586328300000,9.0,10.0,7.0,1.0,10.0,,1
1586176800000,3.0,2.0,1.0,4.0,10.0,,1
1586448300000,2.0,5.0,1.0,10.0,1.0,,1
1586394000000,5.0,9.0,2.0,9.0,10.0,,1
1586263800000,10.0,7.0,4.0,8.0,10.0,,1
1586375100000,4.0,3.0,1.0,2.0,1.0,,1
1586189700000,1.0,4.0,4.0,8.0,8.0,0.0,1
1586397900000,5.0,7.0,5.0,3.0,8.0,,1
1586550600000,8.0,6.0,8.0,3.0,3.0,,1
1586286900000,3.0,7.0,2.0,10.0,0.0,,1
1586437500000,5.0,3.0,1.0,7.0,10.0,,1
1586206200000,8.0,6.0,6.0,4.0,9.0,,1
1586458800000,4.0,9.0,3.0,8.0,2.0,,1
1586274300000,10.0,3.0,0.0,3.0,9.0,,1
1586228400000,1.0,7.0,3.0,3.0,3.0,,1
1586402700000,7.0,1.0,9.0,1.0,6.0,,1
1586157900000,8.0,10.0,5.0,7.0,4.0,,1
1586507400000,1.0,3.0,1.0,5.0,7.0,,1
1586151300000,2.0,10.0,3.0,5.0,5.0,,1
1586442000000,1.0,7.0,7.0,7.0,5.0,,1
1586265900000,1.0,8.0,1.0,10.0,3.0,,1
1586466900000,7.0,10.0,1.0,7.0,8.0,,1
1586565000000,5.0,8.0,7.0,3.0,10.0,,1
1586256600000,10.0,4.0,9.0,10.0,7.0,,1
1586398200000,0.0,5.0,4.0,2.0,10.0,,1
1586405100000,4.0,3.0,2.0,1.0,1.0,,1
1586396400000,1.0,6.0,10.0,10.0,10.0,,1
1586245500000,1.0,9.0,0.0,2.0,7.0,,1
1586560800000,6.0,6.0,10.0,10.0,5.0,,1
1586342400000,6.0,10.0,3.0,9.0,10.0,,1
1586514900000,0.0,2.0,2.0,5.0,4.0,,1
1586451300000,2.0,9.0,4.0,8.0,10.0,0.0,1
1586277600000,3.0,3.0,0.0,8.0,0.0,,1
1586500800000,7.0,5.0,0.0,8.0,5.0,,1
1586320500000,9.0,7.0,10.0,2.0,10.0,1.0,1
1586529900000,2.0,10.0,9.0,2.0,10.0,0.0,1
1586400300000,10.0,9.0,10.0,10.0,10.0,,1
1586530200000,4.0,10.0,3.0,10.0,7.0,,1
1586448300000,9.0,0.0,8.0,10.0,10.0,,1
1586462400000,0.0,10.0,3.0,8.0,8.0,,1
1586365800000,6.0,7.0,0.0,4.0,10.0,,1
1586562300000,9.0,10.0,4.0,1.0,1.0,,1
1586427300000,2.0,1.0,4.0,1.0,6.0,,1
1586332200000,4.0,2.0,0.0,10.0,10.0,,1
1586411100000,7.0,5.0,2.0,0.0,10.0,,1
1586157600000,3.0,0.0,10.0,10.0,6.0,,1
1586279400000,0.0,5.0,5.0,10.0,9.0,,1
1586434500000,5.0,8.0,5.0,2.0,0.0,,1
1586274600000,4.0,9.0,8.0,10.0,2.0,1.0,1
1586416200000,0.0,8.0,2.0,1.0,8.0,,1
1586334300000,2.0,2.0,7.0,7.0,6.0,,1
1586207700000,3.0,10.0,10.0,0.0,6.0,,1
1586278200000,1.0,5.0,3.0,10.0,10.0,,1
1586395500000,7.0,3.0,6.0,2.0,10.0,,1
1586404500000,10.0,1.0,1.0,9.0,3.0,,1
1586397300000,1.0,7.0,0.0,10.0,4.0,,1
1586431500000,3.0,3.0,2.0,3.0,4.0,,1
1586430900000,10.0,10.0,2.0,4.0,4.0,1.0,1
1586335500000,4.0,8.0,5.0,9.0,1.0,,1
1586536500000,10.0,5.0,5.0,10.0,4.0,,1
1586307900000,1.0,10.0,1.0,10.0,10.0,,1
1586337600000,7.0,5.0,10.0,3.0,3.0,0.0,1
1586534400000,4.0,1.0,2.0,0.0,8.0,,1
1586497500000,0.0,10.0,10.0,0.0,10.0,,1
1586453400000,10.0,9.0,8.0,6.0,10.0,,1
1586192400000,2.0,7.0,7.0,4.0,9.0,,1
1586546400000,10.0,10.0,3.0,3.0,2.0,,1
1586457900000,7.0,10.0,7.0,3.0,1.0,,1
1586580600000,4.0,2.0,3.0,1.0,7.0,,1
1586213700000,0.0,1.0,1.0,0.0,8.0,1.0,1
1586524200000,2.0,0.0,0.0,7.0,3.0,,1
1586219400000,6.0,1.0,1.0,8.0,3.0,,1
1586415000000,9.0,0.0,0.0,10.0,9.0,,1
1586202600000,2.0,1.0,8.0,6.0,0.0,,1
1586515500000,4.0,1.0,8.0,10.0,7.0,,1
1586498100000,9.0,6.0,10.0,2.0,7.0,,1
1586395200000,9.0,8.0,5.0,8.0,5.0,,1
1586325000000,5.0,8.0,3.0,8.0,3.0,,1
1586179200000,4.0,10.0,10.0,9.0,10.0,,1
1586450400000,10.0,3.0,10.0,6.0,7.0,,1
1586345100000,4.0,2.0,3.0,4.0,8.0,,1
1586461200000,9.0,0.0,1.0,1.0,5.0,,1
1586523600000,10.0,7.0,0.0,8.0,5.0,,1
1586570700000,8.0,4.0,6.0,5.0,1.0,,1
1586518800000,1.0,6.0,1.0,4.0,7.0,,1
1586154300000,5.0,0.0,6.0,3.0,6.0,1.0,1
1586304600000,7.0,5.0,9.0,10.0,1.0,,1
1586464500000,0.0,3.0,5.0,5.0,8.0,,1
1586223300000,10.0,3.0,10.0,7.0,10.0,,1
1586374200000,1.0,9.0,7.0,6.0,1.0,,1
1586172600000,10.0,10.0,0.0,10.0,2.0,0.0,1
1586235600000,3.0,4.0,10.0,10.0,0.0,0.0,1
1586157300000,9.0,9.0,1.0,6.0,2.0,,1
1586492100000,2.0,0.0,4.0,9.0,10.0,,1
1586245800000,8.0,6.0,9.0,3.0,10.0,,1
1586298300000,2.0,5.0,5.0,3.0,4.0,1.0,1
1586550000000,4.0,3.0,1.0,2.0,4.0,,1
1586453400000,8.0,0.0,6.0,7.0,8.0,,1
1586163000000,2.0,0.0,10.0,3.0,4.0,,1
1586220300000,9.0,1.0,5.0,9.0,7.0,,1
1586417700000,8.0,2.0,4.0,9.0,5.0,1.0,1
1586398500000,7.0,0.0,4.0,5.0,2.0,,1
1586252100000,10.0,10.0,4.0,9.0,3.0,,1
1586552700000,10.0,10.0,7.0,8.0,0.0,,1
1586414400000,8.0,2.0,2.0,3.0,7.0,,1
1586380500000,2.0,2.0,2.0,10.0,9.0,,1
1586403900000,3.0,9.0,6.0,10.0,10.0,,1
1586464500000,3.0,6.0,5.0,8.0,6.0,,1
1586283900000,6.0,7.0,10.0,5.0,9.0,,1
1586321100000,0.0,10.0,10.0,10.0,8.0,,1
1586239800000,10.0,8.0,10.0,9.0,1.0,,1
1586229600000,3.0,9.0,10.0,0.0,10.0,,1
1586557200000,6.0,10.0,3.0,7.0,7.0,,1
1586468700000,10.0,8.0,0.0,0.0,6.0,,1
1586361000000,3.0,2.0,8.0,1.0,8.0,,1
1586247300000,9.0,4.0,8.0,6.0,4.0,,1
1586259000000,6.0,7.0,1.0,6.0,3.0,1.0,1
1586174400000,3.0,7.0,8.0,10.0,5.0,,1
1586337000000,2.0,10.0,7.0,10.0,10.0,0.0,1
1586283900000,2.0,5.0,5.0,4.0,2.0,0.0,1
1586450100000,2.0,10.0,7.0,10.0,0.0,,1
1586312400000,6.0,7.0,9.0,5.0,1.0,,1
1586226900000,4.0,10.0,4.0,7.0,4.0,,1
1586160000000,10.0,2.0,0.0,10.0,10.0,,1
1586178300000,6.0,4.0,7.0,10.0,0.0,,1
1586442600000,0.0,1.0,2.0,6.0,10.0,,1
1586345100000,4.0,1.0,3.0,0.0,5.0,,1
1586381100000,9.0,1.0,9.0,1.0,8.0,,1
1586536500000,2.0,7.0,5.0,10.0,3.0,,1
1586577000000,1.0,9.0,4.0,10.0,9.0,,1
1586242800000,6.0,0.0,0.0,10.0,1.0,,1
1586435700000,1.0,9.0,10.0,6.0,5.0,1.0,1
1586262900000,7.0,10.0,10.0,6.0,10.0,,1
1586158200000,5.0,0.0,4.0,4.0,10.0,,1
1586476800000,6.0,2.0,5.0,2.0,10.0,,1
1586287500000,1.0,1.0,10.0,2.0,9.0,,1
1586314800000,10.0,4.0,8.0,10.0,0.0,,1
1586403300000,6.0,6.0,1.0,4.0,8.0,,1
1586508300000,6.0,0.0,4.0,10.0,10.0,,1
1586421000000,6.0,6.0,8.0,4.0,1.0,,1
1586526300000,6.0,6.0,0.0,3.0,6.0,1.0,1
1586267400000,10.0,10.0,1.0,1.0,9.0,,1
1586493900000,2.0,2.0,1.0,0.0,7.0,,1
1586229300000,5.0,8.0,8.0,6.0,10.0,,1
1586560800000,2.0,6.0,9.0,6.0,1.0,,1
1586446200000,2.0,6.0,4.0,0.0,4.0,,1
1586242200000,3.0,5.0,9.0,9.0,10.0,,1
1586558400000,2.0,2.0,0.0,8.0,9.0,,1
1586464800000,9.0,5.0,3.0,9.0,8.0,,1
1586259000000,3.0,0.0,0.0,5.0,10.0,,1
1586241300000,8.0,10.0,7.0,2.0,10.0,,1
1586373000000,5.0,3.0,0.0,9.0,6.0,1.0,1
1586160300000,4.0,9.0,8.0,8.0,7.0,,1
1586238900000,5.0,9.0,10.0,4.0,5.0,0.0,1
1586332800000,10.0,7.0,1.0,4.0,7.0,,1
1586310900000,1.0,10.0,2.0,0.0,8.0,,1
1586349600000,10.0,10.0,8.0,10.0,10.0,,1
1586269200000,5.0,0.0,5.0,10.0,10.0,,1
1586402700000,8.0,10.0,8.0,2.0,10.0,,1
1586522400000,2.0,4.0,2.0,5.0,5.0,,1
1586199900000,9.0,1.0,1.0,7.0,1.0,,1
1586372700000,9.0,3.0,3.0,7.0,4.0,,1
1586206200000,5.0,5.0,5.0,1.0,7.0,,1
1586458800000,6.0,7.0,0.0,3.0,8.0,,1
1586320200000,4.0,6.0,2.0,2.0,7.0,,1
1586393400000,0.0,10.0,5.0,0.0,7.0,,1
1586228400000,8.0,10.0,8.0,3.0,9.0,1.0,1
1586211900000,10.0,2.0,6.0,2.0,9.0,,1
1586360100000,5.0,7.0,2.0,2.0,0.0,,1
1586302800000,5.0,3.0,7.0,10.0,6.0,0.0,1
1586555400000,5.0,4.0,7.0,2.0,3.0,1.0,1
1586479800000,10.0,9.0,1.0,3.0,7.0,,1
1586472600000,1.0,7.0,10.0,5.0,2.0,,1
1586539500000,0.0,0.0,8.0,10.0,6.0,1.0,1
1586185200000,0.0,0.0,4.0,1.0,3.0,,1
1586387700000,0.0,1.0,9.0,7.0,5.0,,1
1586401800000,0.0,8.0,10.0,10.0,8.0,,1
1586564700000,10.0,3.0,3.0,5.0,9.0,,1
1586275500000,0.0,5.0,3.0,10.0,5.0,,1
1586253300000,10.0,10.0,2.0,3.0,10.0,,1
1586192400000,7.0,0.0,9.0,10.0,0.0,,1
1586156400000,6.0,1.0,0.0,10.0,10.0,,1
1586550900000,3.0,10.0,10.0,9.0,6.0,,1
1586438700000,5.0,1.0,4.0,10.0,9.0,,1
1586488500000,4.0,3.0,6.0,3.0,10.0,,1
1586271000000,3.0,7.0,4.0,10.0,1.0,,1
1586402400000,4.0,9.0,3.0,0.0,4.0,,1
1586176800000,5.0,3.0,2.0,6.0,10.0,,1
1586358900000,10.0,7.0,3.0,3.0,7.0,,1
1586571600000,1.0,0.0,1.0,6.0,5.0,,1
1586527800000,3.0,2.0,1.0,10.0,2.0,,1
1586295300000,6.0,4.0,2.0,9.0,10.0,0.0,1
1586564700000,7.0,10.0,10.0,5.0,6.0,,1
1586249400000,4.0,4.0,7.0,1.0,4.0,1.0,1
1586559300000,0.0,6.0,2.0,9.0,10.0,,1
1586556000000,0.0,0.0,7.0,3.0,7.0,,1
1586494500000,7.0,1.0,0.0,10.0,3.0,,1
1586421600000,10.0,7.0,1.0,3.0,6.0,,1
1586526900000,3.0,6.0,8.0,9.0,10.0,,1
1586275800000,3.0,5.0,0.0,10.0,10.0,,1
1586515800000,0.0,5.0,10.0,7.0,7.0,,1
1586416200000,0.0,7.0,5.0,8.0,10.0,,1
1586154900000,9.0,10.0,2.0,4.0,0.0,,1
1586299200000,4.0,3.0,8.0,7.0,6.0,,1
1586213100000,4.0,10.0,0.0,10.0,4.0,,1
1586573400000,5.0,6.0,4.0,8.0,2.0,,1
1586355900000,8.0,8.0,0.0,9.0,10.0,,1
1586364000000,8.0,8.0,3.0,4.0,3.0,1.0,1
1586425500000,0.0,2.0,8.0,1.0,2.0,1.0,1
1586308500000,1.0,10.0,1.0,5.0,10.0,,1
1586208300000,5.0,1.0,10.0,10.0,0.0,,1
1586504400000,9.0,0.0,10.0,0.0,9.0,,1
1586231100000,9.0,8.0,6.0,3.0,5.0,,1
1586370000000,6.0,10.0,4.0,6.0,8.0,,1
1586246100000,1.0,7.0,6.0,3.0,1.0,,1
1586191500000,4.0,7.0,10.0,0.0,0.0,,1
1586521800000,0.0,0.0,9.0,3.0,9.0,,1
1586569500000,4.0,4.0,10.0,10.0,10.0,,1
1586564400000,7.0,10.0,10.0,6.0,5.0,,1
1586540700000,7.0,10.0,6.0,9.0,10.0,,1
1586483700000,10.0,8.0,10.0,5.0,10.0,,1
1586293200000,7.0,0.0,4.0,10.0,9.0,,1
1586184300000,6.0,4.0,7.0,1.0,10.0,,1
1586325000000,2.0,5.0,2.0,7.0,10.0,,1
1586249400000,6.0,7.0,9.0,10.0,2.0,,1
1586206500000,0.0,2.0,8.0,3.0,1.0,,1
1586172300000,10.0,4.0,0.0,4.0,10.0,1.0,1
1586462700000,2.0,9.0,8.0,10.0,10.0,,1
1586154000000,10.0,7.0,6.0,7.0,3.0,,1
1586482200000,7.0,5.0,2.0,0.0,0.0,,1
1586212800000,7.0,0.0,6.0,3.0,10.0,,1
1586183700000,10.0,4.0,10.0,5.0,6.0,,1
1586187900000,2.0,9.0,9.0,6.0,0.0,,1
1586439600000,6.0,4.0,5.0,10.0,7.0,,1
1586255100000,1.0,0.0,3.0,10.0,9.0,0.0,1
1586331000000,3.0,2.0,7.0,6.0,3.0,,1
1586390100000,7.0,5.0,10.0,7.0,10.0,,1
1586520900000,10.0,5.0,8.0,4.0,8.0,,1
1586463300000,0.0,3.0,3.0,10.0,4.0,,1
1586265900000,5.0,0.0,8.0,7.0,4.0,,1
1586205900000,4.0,0.0,8.0,2.0,5.0,,1
1586173200000,5.0,1.0,9.0,0.0,1.0,,1
1586279400000,5.0,9.0,9.0,1.0,6.0,,1
1586262300000,3.0,9.0,4.0,6.0,8.0,1.0,1
1586346300000,10.0,2.0,10.0,5.0,6.0,1.0,1
1586444400000,8.0,1.0,10.0,9.0,10.0,1.0,1
1586449800000,0.0,0.0,4.0,4.0,1.0,0.0,1
1586271600000,1.0,1.0,1.0,8.0,4.0,1.0,1
1586313300000,5.0,6.0,0.0,7.0,4.0,,1
1586227500000,4.0,3.0,7.0,8.0,10.0,0.0,1
1586490000000,1.0,4.0,6.0,6.0,9.0,,1
1586173800000,5.0,3.0,2.0,1.0,8.0,,1
1586450400000,0.0,6.0,1.0,4.0,6.0,,1
1586485500000,6.0,4.0,0.0,10.0,2.0,,1
1586484900000,8.0,2.0,6.0,8.0,3.0,,1
1586261400000,8.0,3.0,10.0,5.0,8.0,,1
1586310600000,6.0,6.0,1.0,1.0,0.0,,1
1586403000000,3.0,3.0,6.0,6.0,5.0,,1
1586267100000,4.0,3.0,7.0,10.0,8.0,1.0,1
1586309400000,4.0,8.0,1.0,2.0,7.0,,1
1586234400000,10.0,1.0,5.0,10.0,5.0,,1
1586347800000,10.0,3.0,2.0,10.0,6.0,,1
1586168400000,10.0,10.0,0.0,7.0,5.0,0.0,1
1586494800000,3.0,3.0,2.0,10.0,7.0,,1
1586182500000,6.0,1.0,6.0,10.0,10.0,,1
1586373300000,5.0,5.0,6.0,5.0,10.0,,1
1586281800000,10.0,3.0,3.0,7.0,4.0,1.0,1
1586398800000,9.0,6.0,5.0,9.0,10.0,1.0,1
1586563800000,8.0,10.0,4.0,6.0,10.0,,1
1586428200000,1.0,4.0,7.0,6.0,2.0,1.0,1
1586164500000,3.0,8.0,3.0,3.0,6.0,,1
1586335200000,8.0,5.0,10.0,9.0,6.0,,1
1586369400000,10.0,7.0,2.0,9.0,8.0,,1
1586380800000,10.0,10.0,6.0,10.0,1.0,0.0,1
1586443500000,1.0,10.0,9.0,3.0,0.0,,1
1586269200000,5.0,1.0,1.0,4.0,5.0,,1
1586205000000,8.0,10.0,10.0,4.0,0.0,,1
1586318700000,0.0,8.0,5.0,1.0,10.0,,1
1586562300000,3.0,2.0,1.0,3.0,1.0,,1
1586229900000,7.0,0.0,9.0,9.0,4.0,,1
1586539800000,1.0,0.0,3.0,5.0,10.0,,1
1586384100000,7.0,4.0,1.0,1.0,1.0,,1
1586346600000,8.0,2.0,10.0,9.0,9.0,,1
1586530200000,0.0,10.0,0.0,7.0,0.0,,1
1586347200000,7.0,1.0,7.0,5.0,3.0,,1
1586462100000,5.0,10.0,3.0,4.0,9.0,,1
1586321700000,10.0,2.0,9.0,10.0,3.0,1.0,1
1586539800000,9.0,2.0,6.0,2.0,10.0,,1
1586447400000,9.0,3.0,4.0,0.0,0.0,,1
1586451300000,6.0,4.0,4.0,8.0,8.0,,1
1586290800000,8.0,10.0,3.0,7.0,2.0,,1
1586476200000,7.0,7.0,5.0,1.0,5.0,,1
1586424000000,5.0,5.0,4.0,1.0,4.0,,1
1586253000000,9.0,1.0,4.0,1.0,2.0,,1
1586218500000,1.0,10.0,9.0,9.0,4.0,,1
1586493300000,0.0,3.0,0.0,7.0,2.0,,1
1586563500000,0.0,1.0,0.0,4.0,0.0,,1
1586347200000,10.0,0.0,9.0,8.0,1.0,,1
1586404500000,5.0,1.0,5.0,6.0,5.0,,1
1586519700000,6.0,4.0,0.0,1.0,10.0,,1
1586346600000,3.0,10.0,6.0,2.0,5.0,0.0,1
1586532600000,10.0,1.0,4.0,,5.0,,2
1586452200000,7.0,6.0,6.0,,9.0,,2
1586178600000,10.0,10.0,8.0,,3.0,0.0,2
1586365500000,0.0,5.0,2.0,,4.0,,2
1586273100000,6.0,0.0,1.0,,10.0,,2
1586272500000,0.0,10.0,10.0,9.0,9.0,,2
1586303100000,2.0,10.0,2.0,,6.0,,2
1586285100000,6.0,8.0,8.0,,10.0,,2
1586399100000,8.0,8.0,10.0,,2.0,,2
1586444400000,8.0,3.0,3.0,,8.0,,2
1586265300000,6.0,7.0,10.0,,10.0,,2
1586205300000,3.0,10.0,6.0,,10.0,,2
1586174700000,2.0,10.0,1.0,,5.0,,2
1586397900000,3.0,5.0,7.0,,5.0,,2
1586229600000,1.0,2.0,9.0,,8.0,,2
1586153100000,10.0,9.0,3.0,,9.0,1.0,2
1586550000000,4.0,10.0,0.0,,9.0,,2
1586381100000,0.0,5.0,5.0,,8.0,1.0,2
1586189100000,8.0,0.0,9.0,,10.0,,2
1586513400000,2.0,10.0,8.0,,7.0,,2
1586574000000,6.0,4.0,7.0,,1.0,,2
1586343000000,7.0,9.0,5.0,,9.0,,2
1586167500000,10.0,6.0,6.0,,6.0,,2
1586199900000,7.0,2.0,8.0,,8.0,,2
1586314200000,8.0,6.0,3.0,,7.0,1.0,2
1586531700000,0.0,1.0,9.0,,8.0,,2
1586213100000,2.0,4.0,6.0,,5.0,,2
1586505300000,1.0,7.0,0.0,,7.0,,2
1586155800000,6.0,3.0,9.0,,0.0,1.0,2
1586346900000,3.0,10.0,5.0,,8.0,,2
1586427600000,10.0,7.0,1.0,,10.0,,2
1586175300000,6.0,0.0,10.0,,10.0,,2
1586414700000,7.0,5.0,9.0,,10.0,,2
1586557200000,9.0,2.0,3.0,,8.0,,2
1586218500000,4.0,8.0,0.0,,3.0,,2
1586464500000,0.0,9.0,3.0,,10.0,1.0,2
1586412300000,8.0,5.0,2.0,,2.0,,2
1586229300000,2.0,0.0,10.0,,10.0,,2
1586151900000,10.0,6.0,1.0,,5.0,,2
1586153100000,3.0,0.0,1.0,,7.0,,2
1586379000000,2.0,1.0,1.0,,7.0,0.0,2
1586556600000,8.0,3.0,7.0,,6.0,,2
1586427600000,0.0,4.0,8.0,,0.0,,2
1586457900000,6.0,6.0,4.0,,3.0,,2
1586362500000,6.0,0.0,2.0,,2.0,,2
1586400600000,9.0,7.0,3.0,,9.0,,2
1586203800000,10.0,4.0,8.0,,10.0,1.0,2
1586528100000,5.0,3.0,7.0,,4.0,,2
1586478000000,9.0,3.0,1.0,,10.0,,2
1586580300000,7.0,3.0,10.0,,5.0,,2
1586277900000,3.0,2.0,9.0,,10.0,0.0,2
1586247300000,6.0,1.0,8.0,,9.0,,2
1586203200000,8.0,3.0,6.0,,1.0,0.0,2
1586565600000,5.0,8.0,9.0,,9.0,,2
1586486400000,2.0,1.0,8.0,9.0,1.0,,2
1586221200000,8.0,9.0,10.0,,0.0,1.0,2
1586388000000,9.0,8.0,0.0,,10.0,0.0,2
1586328000000,1.0,8.0,10.0,,4.0,,2
1586214600000,10.0,4.0,3.0,,4.0,,2
1586219100000,4.0,6.0,10.0,,10.0,,2
1586565300000,0.0,10.0,1.0,,0.0,,2
1586280900000,9.0,3.0,1.0,,2.0,,2
1586556000000,4.0,6.0,1.0,,3.0,,2
1586181900000,7.0,9.0,2.0,,0.0,,2
1586348400000,0.0,5.0,2.0,,8.0,,2
1586205300000,9.0,10.0,4.0,,2.0,,2
1586151300000,1.0,8.0,2.0,,10.0,1.0,2
1586388300000,4.0,9.0,9.0,,8.0,,2
1586198400000,0.0,0.0,10.0,,10.0,,2
1586461200000,0.0,7.0,10.0,,8.0,,2
1586450700000,9.0,10.0,10.0,,5.0,1.0,2
1586225400000,0.0,6.0,10.0,,10.0,,2
1586556000000,3.0,4.0,9.0,,9.0,,2
1586460600000,8.0,10.0,9.0,,2.0,,2
1586277900000,6.0,8.0,7.0,,10.0,,2
1586455500000,2.0,4.0,4.0,,6.0,,2
1586465400000,0.0,5.0,0.0,,0.0,,2
1586297100000,9.0,5.0,10.0,,10.0,,2
1586311500000,6.0,6.0,7.0,,4.0,,2
1586304300000,5.0,7.0,7.0,,6.0,,2
1586415600000,6.0,3.0,4.0,,10.0,,2
1586538300000,10.0,8.0,1.0,,5.0,,2
1586223900000,9.0,10.0,10.0,,10.0,,2
1586527200000,1.0,10.0,6.0,,10.0,,2
1586161200000,4.0,9.0,8.0,,7.0,,2
1586434500000,4.0,1.0,0.0,,6.0,,2
1586328300000,2.0,1.0,4.0,,8.0,,2
1586490900000,9.0,8.0,5.0,,1.0,,2
1586460900000,10.0,1.0,8.0,,0.0,,2
1586356500000,10.0,9.0,6.0,3.0,9.0,,2
1586427300000,2.0,4.0,0.0,,10.0,,2
1586366100000,10.0,8.0,0.0,,8.0,,2
1586499900000,4.0,9.0,7.0,,4.0,,2
1586355000000,9.0,3.0,1.0,,4.0,1.0,2
1586375100000,10.0,1.0,9.0,,5.0,,2
1586257500000,3.0,6.0,0.0,,4.0,,2
1586410500000,3.0,4.0,5.0,,1.0,,2
1586280000000,6.0,9.0,8.0,,10.0,,2
1586398500000,10.0,9.0,1.0,,3.0,,2
1586222400000,10.0,5.0,4.0,,5.0,,2
1586218200000,0.0,0.0,10.0,,3.0,,2
1586329500000,8.0,7.0,1.0,,7.0,,2
1586333700000,9.0,10.0,8.0,,8.0,,2
